label,prepro
0.0,fine morning night staff terrible rude unhelpful lot food available think lady serve sort slow medication not pay food kid moan hungry server wear food
1.0,cook perfectly service good enjoy breakfast
0.0,bad mcdonald cust
1.0,m pretty sure large mcdonald world story menu rival restaurant large selection desrt food like theme restaurant pizza pasta plus mcdonalds theme course normal mickey ds menu include
0.0,wait time food ridiculous min qtr pounder cheese meal
1.0,clean macdonald great grew macdonald need french fry like use ve lose love feeling quality
1.0,food good like expect mcdonald staff nice delivery fast
0.0,slooooooooowest mcdonald ve seriously wait drivethru probably minute happy meal chicken nugget fresh old cool touch
1.0,fast fresh great service
1.0,new order pay station table delivery service snazze mickey ds
0.0,service slow manager work urgency order time people wait minute order
1.0,bad customer service nasty attitude get order wrong not want gove money cheat money
1.0,bad crowd
0.0,soon use d printer food not cheese use fresh pass feed kid
0.0,horrible place didn
0.0,staff long wait order get wrong
1.0,orlando location aquatica well ny location opinion fresh employee super nice
1.0,mcds stop drive favorite quarter pounder meal bisque egg sausage meal mocha cappuccino usually busy fast
0.0,pm say place open hour open update hour online
1.0,good mcdonald ve long time fast service good ketchup mcdonald gross watery ketchup bbq sauce drink bar clean polite staff m love
0.0,go use bathroom utterly nasty expect mcdonald
1.0,good interior find branch not actually try service expect
0.0,self order machine food take forever come drink machine not work
0.0,order wrong fry stale cold typical mcdonald service
0.0,vegeterian option
0.0,manager stop uber eat waste time gas will not get not eat ll disappoint
1.0,extra effort order correct time great location
0.0,open dining friday pm clear say open door line drive ridiculous well mcdonald n
0.0,work late mcdonald pm sit minute finally answer promptly tell close ask correct close midnight say midnight say oh weird watch phone car clock get time get talk tell leave close car assume turn understand real restaurant want seat people close closing drive order woulde take minute top woulde go onald
0.0,horrible service tell food sit ask milkshake machine work clean clean wrong time recommend mcdonald
0.0,receive red raw quarter pounder location order taker understand say mobile order code content order accurate burger taste weird look observe actually raw photo unfiltered unretouche upside toss way plate terrify call immediately request come receipt manager refund burger order not word warning particular location disgusting disastrous
0.0,half visit pretty terrible drive option s way work today bacon egg cheese bagel bacon miss ingredient absolutely ridiculous
0.0,ve order location uber eat couple year long able serve acceptable breakfast burrito old crunchy nuke paper wrapping not laziness business training poor time item fine item
0.0,order mobile pick check wait pick spot min go inside food sit deliver
0.0,unwilling register yell stand minute attention
0.0,not understand time say egg give egg give food take egg face egg present sandwich not sausage grey
1.0,quick professional service get order right
0.0,customer service suck nd window talk hang drink window shove food order bacon quarter pounder plain mc double extra mac sauce time row order mess return
